// This research has made use of the NASA Exoplanet Archive, which is operated by the California Institute of Technology, under contract with the National Aeronautics and Space Administration under the Exoplanet Exploration Program.;;;;;;;;;;;;;
Identifier;Host Name;Orbital Period [days];Planet Density [g/cm**3];Distance [pc];Effective Temperature [K];Date of Last Update;Planet Name;Planet Mass [Earth mass];Planet Radius [Earth radii];Year of Discovery;Link to Exoplanet Encyclopaedia;HD Name;HIP Name
// Our solar systen:
kepler_268_c;Kepler-268;83,446393;;;6081;14.05.2014;Kepler-268 c;;3,38;2014;http://exoplanet.eu/catalog/kepler-268_c/;;
kepler_269_b;Kepler-269;5,326718;;;5847;14.05.2014;Kepler-269 b;;2,47;2014;http://exoplanet.eu/catalog/kepler-269_b/;;
kepler_269_c;Kepler-269;8,127899;;;5847;14.05.2014;Kepler-269 c;;1,69;2014;http://exoplanet.eu/catalog/kepler-269_c/;;
kepler_27_b;Kepler-27;15,3348;;;5400;14.05.2014;Kepler-27 b;2895,31;4;2011;http://exoplanet.eu/catalog/kepler-27_b/;;
kepler_27_c;Kepler-27;31,3309;;;5400;14.05.2014;Kepler-27 c;4385,87;4,9;2011;http://exoplanet.eu/catalog/kepler-27_c/;;
kepler_270_b;Kepler-270;11,476094;;;6067;14.05.2014;Kepler-270 b;;2,01;2014;http://exoplanet.eu/catalog/kepler-270_b/;;
kepler_270_c;Kepler-270;25,262887;;;6067;14.05.2014;Kepler-270 c;;1,77;2014;http://exoplanet.eu/catalog/kepler-270_c/;;
kepler_271_b;Kepler-271;5,217738;;;5524;14.05.2014;Kepler-271 b;;0,89;2014;http://exoplanet.eu/catalog/kepler-271_b/;;
kepler_271_c;Kepler-271;7,410935;;;5524;14.05.2014;Kepler-271 c;;1;2014;http://exoplanet.eu/catalog/kepler-271_c/;;
kepler_271_d;Kepler-271;5,24972541;;;5524;10.05.2016;Kepler-271 d;;0,66;2016;http://exoplanet.eu/catalog/kepler-271_d/;;
kepler_272_b;Kepler-272;2,971353;;;5297;14.05.2014;Kepler-272 b;;1,43;2014;http://exoplanet.eu/catalog/kepler-272_b/;;
kepler_272_c;Kepler-272;6,057342;;;5297;14.05.2014;Kepler-272 c;;1,79;2014;http://exoplanet.eu/catalog/kepler-272_c/;;
kepler_272_d;Kepler-272;10,937304;;;5297;14.05.2014;Kepler-272 d;;2,25;2014;http://exoplanet.eu/catalog/kepler-272_d/;;
kepler_273_b;Kepler-273;2,936532;;;5626;14.05.2014;Kepler-273 b;;1,5;2014;http://exoplanet.eu/catalog/kepler-273_b/;;
kepler_273_c;Kepler-273;8,014927;;;5626;14.05.2014;Kepler-273 c;;1,98;2014;http://exoplanet.eu/catalog/kepler-273_c/;;
kepler_274_b;Kepler-274;11,634788;;;6023;14.05.2014;Kepler-274 b;;1,54;2014;http://exoplanet.eu/catalog/kepler-274_b/;;
kepler_274_c;Kepler-274;33,197861;;;6023;14.05.2014;Kepler-274 c;;1,84;2014;http://exoplanet.eu/catalog/kepler-274_c/;;
kepler_275_b;Kepler-275;10,300682;;;6165;14.05.2014;Kepler-275 b;;2,34;2014;http://exoplanet.eu/catalog/kepler-275_b/;;
kepler_275_c;Kepler-275;16,088134;;;6165;14.05.2014;Kepler-275 c;;3,38;2014;http://exoplanet.eu/catalog/kepler-275_c/;;
kepler_275_d;Kepler-275;35,676062;;;6165;14.05.2014;Kepler-275 d;;3,33;2014;http://exoplanet.eu/catalog/kepler-275_d/;;
kepler_276_b;Kepler-276;14,12841;;;6105;14.05.2014;Kepler-276 b;;2,87;2014;http://exoplanet.eu/catalog/kepler-276_b/;;
kepler_276_c;Kepler-276;31,884;;;6105;14.05.2014;Kepler-276 c;16,6;2,9;2013;http://exoplanet.eu/catalog/kepler-276_c/;;
kepler_276_d;Kepler-276;48,648;;;6105;14.05.2014;Kepler-276 d;16,3;2,8;2013;http://exoplanet.eu/catalog/kepler-276_d/;;
kepler_277_b;Kepler-277;17,324;;;5946;14.05.2014;Kepler-277 b;87,3;2,92;2013;http://exoplanet.eu/catalog/kepler-277_b/;;
kepler_277_c;Kepler-277;33,006;;;5946;14.05.2014;Kepler-277 c;64,2;3,36;2013;http://exoplanet.eu/catalog/kepler-277_c/;;
kepler_278_b;Kepler-278;30,160546;;;4991;14.05.2014;Kepler-278 b;;4,07;2014;http://exoplanet.eu/catalog/kepler-278_b/;;
kepler_278_c;Kepler-278;51,078775;;;4991;14.05.2014;Kepler-278 c;;3,59;2014;http://exoplanet.eu/catalog/kepler-278_c/;;
kepler_279_b;Kepler-279;12,309681;;;6363;14.05.2014;Kepler-279 b;;3,62;2014;http://exoplanet.eu/catalog/kepler-279_b/;;
kepler_279_c;Kepler-279;35,736;;;6363;14.05.2014;Kepler-279 c;49,4;4,3;2013;http://exoplanet.eu/catalog/kepler-279_c/;;
kepler_279_d;Kepler-279;54,414;;;6363;14.05.2014;Kepler-279 d;37,5;3,1;2013;http://exoplanet.eu/catalog/kepler-279_d/;;
kepler_28_b;Kepler-28;5,9123;;;4590;14.05.2014;Kepler-28 b;479,9;3,6;2011;http://exoplanet.eu/catalog/kepler-28_b/;;
kepler_28_c;Kepler-28;8,9858;;;4590;14.05.2014;Kepler-28 c;432,23;3,4;2011;http://exoplanet.eu/catalog/kepler-28_c/;;
kepler_280_b;Kepler-280;2,139542;;;5744;14.05.2014;Kepler-280 b;;1,45;2014;http://exoplanet.eu/catalog/kepler-280_b/;;
kepler_280_c;Kepler-280;4,807091;;;5744;14.05.2014;Kepler-280 c;;2,01;2014;http://exoplanet.eu/catalog/kepler-280_c/;;
kepler_281_b;Kepler-281;14,646008;;;5723;14.05.2014;Kepler-281 b;;2,82;2014;http://exoplanet.eu/catalog/kepler-281_b/;;
kepler_281_c;Kepler-281;36,337373;;;5723;14.05.2014;Kepler-281 c;;5,31;2014;http://exoplanet.eu/catalog/kepler-281_c/;;
kepler_282_b;Kepler-282;9,220524;;;5602;14.05.2014;Kepler-282 b;;1,01;2014;http://exoplanet.eu/catalog/kepler-282_b/;;
kepler_282_c;Kepler-282;13,638723;;;5602;14.05.2014;Kepler-282 c;;1,2;2014;http://exoplanet.eu/catalog/kepler-282_c/;;
kepler_282_d;Kepler-282;24,806;;;5602;14.05.2014;Kepler-282 d;61;2,46;2013;http://exoplanet.eu/catalog/kepler-282_d/;;
kepler_282_e;Kepler-282;44,347;;;5602;14.05.2014;Kepler-282 e;56,2;3,1;2013;http://exoplanet.eu/catalog/kepler-282_e/;;
kepler_283_b;Kepler-283;11,008151;;;4351;14.05.2014;Kepler-283 b;;2,13;2014;http://exoplanet.eu/catalog/kepler-283_b/;;
kepler_283_c;Kepler-283;92,743711;;;4351;14.05.2014;Kepler-283 c;;1,82;2014;http://exoplanet.eu/catalog/kepler-283_c/;;
kepler_284_b;Kepler-284;12,699149;;;5615;14.05.2014;Kepler-284 b;;2,24;2014;http://exoplanet.eu/catalog/kepler-284_b/;;
kepler_284_c;Kepler-284;37,514456;;;5615;14.05.2014;Kepler-284 c;;2,61;2014;http://exoplanet.eu/catalog/kepler-284_c/;;
kepler_285_b;Kepler-285;2,633867;;;5411;14.05.2014;Kepler-285 b;;1,34;2014;http://exoplanet.eu/catalog/kepler-285_b/;;
kepler_285_c;Kepler-285;6,186676;;;5411;14.05.2014;Kepler-285 c;;1,12;2014;http://exoplanet.eu/catalog/kepler-285_c/;;
kepler_286_b;Kepler-286;1,796302;;;5580;14.05.2014;Kepler-286 b;;1,24;2014;http://exoplanet.eu/catalog/kepler-286_b/;;
kepler_286_c;Kepler-286;3,468095;;;5580;14.05.2014;Kepler-286 c;;1,37;2014;http://exoplanet.eu/catalog/kepler-286_c/;;
kepler_286_d;Kepler-286;5,914323;;;5580;14.05.2014;Kepler-286 d;;1,33;2014;http://exoplanet.eu/catalog/kepler-286_d/;;
kepler_286_e;Kepler-286;29,221289;;;5580;14.05.2014;Kepler-286 e;;1,77;2014;http://exoplanet.eu/catalog/kepler-286_e/;;
kepler_287_b;Kepler-287;20,342199;;;5806;14.05.2014;Kepler-287 b;;2,33;2014;http://exoplanet.eu/catalog/kepler-287_b/;;
kepler_287_c;Kepler-287;44,851896;;;5806;14.05.2014;Kepler-287 c;;3,26;2014;http://exoplanet.eu/catalog/kepler-287_c/;;
kepler_288_b;Kepler-288;6,097326;;;5918;14.05.2014;Kepler-288 b;;1,67;2014;http://exoplanet.eu/catalog/kepler-288_b/;;
kepler_288_c;Kepler-288;19,305772;;;5918;14.05.2014;Kepler-288 c;;2,85;2014;http://exoplanet.eu/catalog/kepler-288_c/;;
kepler_288_d;Kepler-288;56,633742;;;5918;14.05.2014;Kepler-288 d;;2,67;2014;http://exoplanet.eu/catalog/kepler-288_d/;;
kepler_289_b;Kepler-289;34,545;4,1;700;5990;19.11.2014;Kepler-289 b;7,3;2,15;2014;http://exoplanet.eu/catalog/kepler-289_b/;;
kepler_289_c;Kepler-289;125,8518;0,47;700;5990;19.11.2014;Kepler-289 c;132;11,59;2014;http://exoplanet.eu/catalog/kepler-289_c/;;
kepler_289_d;Kepler-289;66,0634;1,2;700;5990;19.11.2014;Kepler-289 d;4;2,68;2014;http://exoplanet.eu/catalog/kepler-289_d/;;
kepler_29_b;Kepler-29;10,3384;0,65;1400;5701;07.04.2016;Kepler-29 b;4,51;3,35;2011;http://exoplanet.eu/catalog/kepler-29_b/;;
kepler_29_c;Kepler-29;13,2884;0,7;1400;5701;07.04.2016;Kepler-29 c;4;3,14;2011;http://exoplanet.eu/catalog/kepler-29_c/;;
kepler_290_b;Kepler-290;14,589347;;;5147;14.05.2014;Kepler-290 b;;2,25;2014;http://exoplanet.eu/catalog/kepler-290_b/;;
kepler_290_c;Kepler-290;36,77031;;;5147;14.05.2014;Kepler-290 c;;2,7;2014;http://exoplanet.eu/catalog/kepler-290_c/;;
kepler_291_b;Kepler-291;3,546511;;;6002;14.05.2014;Kepler-291 b;;2,16;2014;http://exoplanet.eu/catalog/kepler-291_b/;;
kepler_291_c;Kepler-291;5,700786;;;6002;14.05.2014;Kepler-291 c;;1,88;2014;http://exoplanet.eu/catalog/kepler-291_c/;;
kepler_292_b;Kepler-292;2,580827;;;5299;14.05.2014;Kepler-292 b;;1,32;2014;http://exoplanet.eu/catalog/kepler-292_b/;;
kepler_292_c;Kepler-292;3,715335;;;5299;14.05.2014;Kepler-292 c;;1,47;2014;http://exoplanet.eu/catalog/kepler-292_c/;;
kepler_292_d;Kepler-292;7,055679;;;5299;14.05.2014;Kepler-292 d;;2,23;2014;http://exoplanet.eu/catalog/kepler-292_d/;;
kepler_292_e;Kepler-292;11,97901;;;5299;14.05.2014;Kepler-292 e;;2,67;2014;http://exoplanet.eu/catalog/kepler-292_e/;;
kepler_292_f;Kepler-292;20,834237;;;5299;14.05.2014;Kepler-292 f;;2,35;2014;http://exoplanet.eu/catalog/kepler-292_f/;;
kepler_293_b;Kepler-293;19,254196;;;5804;14.05.2014;Kepler-293 b;;3,07;2014;http://exoplanet.eu/catalog/kepler-293_b/;;
kepler_293_c;Kepler-293;54,155743;;;5804;14.05.2014;Kepler-293 c;;3,83;2014;http://exoplanet.eu/catalog/kepler-293_c/;;
kepler_294_b;Kepler-294;3,701212;;;5913;14.05.2014;Kepler-294 b;;1,77;2014;http://exoplanet.eu/catalog/kepler-294_b/;;
kepler_294_c;Kepler-294;6,6264;;;5913;14.05.2014;Kepler-294 c;;2,71;2014;http://exoplanet.eu/catalog/kepler-294_c/;;
kepler_295_b;Kepler-295;12,645164;;;5603;14.05.2014;Kepler-295 b;;1,22;2014;http://exoplanet.eu/catalog/kepler-295_b/;;
kepler_295_c;Kepler-295;21,526258;;;5603;14.05.2014;Kepler-295 c;;1,17;2014;http://exoplanet.eu/catalog/kepler-295_c/;;
kepler_295_d;Kepler-295;33,884054;;;5603;14.05.2014;Kepler-295 d;;1,36;2014;http://exoplanet.eu/catalog/kepler-295_d/;;
kepler_296_b;Kepler-296;10,864384;;226;3740;03.09.2015;Kepler-296 b;;1,61;2014;http://exoplanet.eu/catalog/kepler-296_b/;;
kepler_296_c;Kepler-296;5,8416366;;226;3740;03.09.2015;Kepler-296 c;;2;2014;http://exoplanet.eu/catalog/kepler-296_c/;;
kepler_296_d;Kepler-296;19,850291;;226;3740;03.09.2015;Kepler-296 d;;2,09;2014;http://exoplanet.eu/catalog/kepler-296_d/;;
kepler_296_e;Kepler-296;34,14211;;226;3740;03.09.2015;Kepler-296 e;;1,53;2014;http://exoplanet.eu/catalog/kepler-296_e/;;
kepler_296_f;Kepler-296;63,33627;;226;3740;03.09.2015;Kepler-296 f;;1,8;2014;http://exoplanet.eu/catalog/kepler-296_f/;;
kepler_297_b;Kepler-297;38,871826;;;5619;14.05.2014;Kepler-297 b;;2,87;2014;http://exoplanet.eu/catalog/kepler-297_b/;;
kepler_297_c;Kepler-297;74,920137;;;5619;14.05.2014;Kepler-297 c;;6,54;2014;http://exoplanet.eu/catalog/kepler-297_c/;;
kepler_298_b;Kepler-298;10,475464;;;4465;14.05.2014;Kepler-298 b;;1,96;2014;http://exoplanet.eu/catalog/kepler-298_b/;;
kepler_298_c;Kepler-298;22,92881;;;4465;14.05.2014;Kepler-298 c;;1,93;2014;http://exoplanet.eu/catalog/kepler-298_c/;;
kepler_298_d;Kepler-298;77,473633;;;4465;14.05.2014;Kepler-298 d;;2,5;2014;http://exoplanet.eu/catalog/kepler-298_d/;;
kepler_299_b;Kepler-299;2,927128;;;5617;14.05.2014;Kepler-299 b;;1,32;2014;http://exoplanet.eu/catalog/kepler-299_b/;;
kepler_299_c;Kepler-299;6,885875;;;5617;14.05.2014;Kepler-299 c;;2,65;2014;http://exoplanet.eu/catalog/kepler-299_c/;;
kepler_299_d;Kepler-299;15,054786;;;5617;14.05.2014;Kepler-299 d;;1,86;2014;http://exoplanet.eu/catalog/kepler-299_d/;;
kepler_299_e;Kepler-299;38,285489;;;5617;14.05.2014;Kepler-299 e;;1,87;2014;http://exoplanet.eu/catalog/kepler-299_e/;;
kepler_30_b;Kepler-30;29,33434;1,02;1400;5498;14.05.2014;Kepler-30 b;11,3;3,9;2012;http://exoplanet.eu/catalog/kepler-30_b/;;
kepler_30_c;Kepler-30;60,323105;1,88;1400;5498;14.05.2014;Kepler-30 c;640;12,3;2012;http://exoplanet.eu/catalog/kepler-30_c/;;
kepler_30_d;Kepler-30;143,34394;0,19;1400;5498;14.05.2014;Kepler-30 d;23,1;8,8;2012;http://exoplanet.eu/catalog/kepler-30_d/;;
kepler_300_b;Kepler-300;10,446347;;;5986;14.05.2014;Kepler-300 b;;1,67;2014;http://exoplanet.eu/catalog/kepler-300_b/;;
kepler_300_c;Kepler-300;40,714955;;;5986;14.05.2014;Kepler-300 c;;2,25;2014;http://exoplanet.eu/catalog/kepler-300_c/;;
kepler_301_b;Kepler-301;2,508553;;;5815;14.05.2014;Kepler-301 b;;1,35;2014;http://exoplanet.eu/catalog/kepler-301_b/;;
kepler_301_c;Kepler-301;5,419026;;;5815;14.05.2014;Kepler-301 c;;1,35;2014;http://exoplanet.eu/catalog/kepler-301_c/;;
kepler_301_d;Kepler-301;13,751243;;;5815;14.05.2014;Kepler-301 d;;1,75;2014;http://exoplanet.eu/catalog/kepler-301_d/;;
kepler_302_b;Kepler-302;30,184104;;;5740;14.05.2014;Kepler-302 b;;4,06;2014;http://exoplanet.eu/catalog/kepler-302_b/;;
kepler_302_c;Kepler-302;127,282184;;;5740;14.05.2014;Kepler-302 c;;12,45;2014;http://exoplanet.eu/catalog/kepler-302_c/;;
kepler_303_b;Kepler-303;1,937055;;;3944;14.05.2014;Kepler-303 b;;0,89;2014;http://exoplanet.eu/catalog/kepler-303_b/;;
kepler_303_c;Kepler-303;7,061149;;;3944;14.05.2014;Kepler-303 c;;1,14;2014;http://exoplanet.eu/catalog/kepler-303_c/;;
kepler_304_b;Kepler-304;3,295709;;;4731;14.05.2014;Kepler-304 b;;2,86;2014;http://exoplanet.eu/catalog/kepler-304_b/;;
kepler_304_c;Kepler-304;5,315946;;;4731;14.05.2014;Kepler-304 c;;2,17;2014;http://exoplanet.eu/catalog/kepler-304_c/;;
kepler_304_d;Kepler-304;9,653471;;;4731;14.05.2014;Kepler-304 d;;2,75;2014;http://exoplanet.eu/catalog/kepler-304_d/;;
kepler_304_e;Kepler-304;1,49914695;;;4731;10.05.2016;Kepler-304 e;;1,2;2016;http://exoplanet.eu/catalog/kepler-304_e/;;
kepler_305_b;Kepler-305;5,487;;;5100;14.05.2014;Kepler-305 b;10,5;3,6;2013;http://exoplanet.eu/catalog/kepler-305_b/;;
kepler_305_c;Kepler-305;8,291;;;5100;14.05.2014;Kepler-305 c;6;3,3;2013;http://exoplanet.eu/catalog/kepler-305_c/;;
kepler_305_d;Kepler-305;16,738661;;;5100;14.05.2014;Kepler-305 d;;2,71;2014;http://exoplanet.eu/catalog/kepler-305_d/;;
kepler_306_b;Kepler-306;4,646186;;;4954;14.05.2014;Kepler-306 b;;1,52;2014;http://exoplanet.eu/catalog/kepler-306_b/;;
kepler_306_c;Kepler-306;7,240193;;;4954;14.05.2014;Kepler-306 c;;2,35;2014;http://exoplanet.eu/catalog/kepler-306_c/;;
kepler_306_d;Kepler-306;17,326644;;;4954;14.05.2014;Kepler-306 d;;2,47;2014;http://exoplanet.eu/catalog/kepler-306_d/;;
kepler_306_e;Kepler-306;44,840975;;;4954;14.05.2014;Kepler-306 e;;2,27;2014;http://exoplanet.eu/catalog/kepler-306_e/;;
kepler_307_b;Kepler-307;10,4208;2,62;;5367;07.04.2016;Kepler-307 b;7,44;2,43;2013;http://exoplanet.eu/catalog/kepler-307_b/;;
kepler_307_c;Kepler-307;13,0729;1,74;;5367;07.04.2016;Kepler-307 c;3,64;2,2;2013;http://exoplanet.eu/catalog/kepler-307_c/;;
kepler_308_b;Kepler-308;9,694928;;;5895;14.05.2014;Kepler-308 b;;2,12;2014;http://exoplanet.eu/catalog/kepler-308_b/;;
kepler_308_c;Kepler-308;15,38231;;;5895;14.05.2014;Kepler-308 c;;2,16;2014;http://exoplanet.eu/catalog/kepler-308_c/;;
kepler_309_b;Kepler-309;5,923653;;;4713;14.05.2014;Kepler-309 b;;1,56;2014;http://exoplanet.eu/catalog/kepler-309_b/;;
kepler_309_c;Kepler-309;105,356383;;;4713;14.05.2014;Kepler-309 c;;2,51;2014;http://exoplanet.eu/catalog/kepler-309_c/;;
kepler_31_b;Kepler-31;20,8613;;2100;6340;14.05.2014;Kepler-31 b;;5,5;2011;http://exoplanet.eu/catalog/kepler-31_b/;;
kepler_31_c;Kepler-31;42,6318;;2100;6340;14.05.2014;Kepler-31 c;1493,7;5,3;2011;http://exoplanet.eu/catalog/kepler-31_c/;;
kepler_31_d;Kepler-31;87,6451;;2100;6340;24.03.2016;Kepler-31 d;2161,244;3,9;2014;http://exoplanet.eu/catalog/kepler-31_d/;;
kepler_310_b;Kepler-310;13,930698;;;5797;14.05.2014;Kepler-310 b;;1,19;2014;http://exoplanet.eu/catalog/kepler-310_b/;;
kepler_310_c;Kepler-310;56,47542;;;5797;14.05.2014;Kepler-310 c;;3,38;2014;http://exoplanet.eu/catalog/kepler-310_c/;;
kepler_310_d;Kepler-310;92,876125;;;5797;14.05.2014;Kepler-310 d;;2,47;2014;http://exoplanet.eu/catalog/kepler-310_d/;;
kepler_311_b;Kepler-311;9,176092;;;5905;14.05.2014;Kepler-311 b;;1,7;2014;http://exoplanet.eu/catalog/kepler-311_b/;;
kepler_311_c;Kepler-311;19,738286;;;5905;14.05.2014;Kepler-311 c;;1,43;2014;http://exoplanet.eu/catalog/kepler-311_c/;;
kepler_312_b;Kepler-312;1,772419;;;6115;14.05.2014;Kepler-312 b;;1,29;2014;http://exoplanet.eu/catalog/kepler-312_b/;;
kepler_312_c;Kepler-312;19,747412;;;6115;14.05.2014;Kepler-312 c;;3,15;2014;http://exoplanet.eu/catalog/kepler-312_c/;;
kepler_313_b;Kepler-313;14,970418;;;5727;14.05.2014;Kepler-313 b;;2,53;2014;http://exoplanet.eu/catalog/kepler-313_b/;;
kepler_313_c;Kepler-313;32,273273;;;5727;14.05.2014;Kepler-313 c;;2,57;2014;http://exoplanet.eu/catalog/kepler-313_c/;;
kepler_314_b;Kepler-314;2,461069;;;5378;14.05.2014;Kepler-314 b;;0,83;2014;http://exoplanet.eu/catalog/kepler-314_b/;;
kepler_314_c;Kepler-314;5,960392;;;5378;14.05.2014;Kepler-314 c;;2,9;2014;http://exoplanet.eu/catalog/kepler-314_c/;;
kepler_315_b;Kepler-315;96,101141;;;5796;14.05.2014;Kepler-315 b;;3,77;2014;http://exoplanet.eu/catalog/kepler-315_b/;;
kepler_315_c;Kepler-315;265,469335;;;5796;14.05.2014;Kepler-315 c;;4,15;2014;http://exoplanet.eu/catalog/kepler-315_c/;;
kepler_316_b;Kepler-316;2,240508;;;4204;14.05.2014;Kepler-316 b;;1,06;2014;http://exoplanet.eu/catalog/kepler-316_b/;;
kepler_316_c;Kepler-316;6,827766;;;4204;14.05.2014;Kepler-316 c;;1,16;2014;http://exoplanet.eu/catalog/kepler-316_c/;;
kepler_317_b;Kepler-317;5,524242;;;5497;14.05.2014;Kepler-317 b;;2,09;2014;http://exoplanet.eu/catalog/kepler-317_b/;;
kepler_317_c;Kepler-317;8,77501;;;5497;14.05.2014;Kepler-317 c;;1,72;2014;http://exoplanet.eu/catalog/kepler-317_c/;;
kepler_318_b;Kepler-318;4,662715;;;5746;14.05.2014;Kepler-318 b;;4,71;2014;http://exoplanet.eu/catalog/kepler-318_b/;;
kepler_318_c;Kepler-318;11,815007;;;5746;14.05.2014;Kepler-318 c;;3,68;2014;http://exoplanet.eu/catalog/kepler-318_c/;;
kepler_319_b;Kepler-319;4,362705;;;5526;14.05.2014;Kepler-319 b;;1,63;2014;http://exoplanet.eu/catalog/kepler-319_b/;;
kepler_319_c;Kepler-319;6,941357;;;5526;14.05.2014;Kepler-319 c;;2,63;2014;http://exoplanet.eu/catalog/kepler-319_c/;;
kepler_319_d;Kepler-319;31,781925;;;5526;14.05.2014;Kepler-319 d;;2,29;2014;http://exoplanet.eu/catalog/kepler-319_d/;;
kepler_32_b;Kepler-32;5,90124;;303;3900;24.03.2016;Kepler-32 b;1303;2,2;2011;http://exoplanet.eu/catalog/kepler-32_b/;;
kepler_32_c;Kepler-32;8,7522;;303;3900;24.03.2016;Kepler-32 c;158,9;2;2011;http://exoplanet.eu/catalog/kepler-32_c/;;
kepler_32_d;Kepler-32;22,7802;;303;3900;24.03.2016;Kepler-32 d;;2,7;2012;http://exoplanet.eu/catalog/kepler-32_d/;;
kepler_32_e;Kepler-32;2,896;;303;3900;24.03.2016;Kepler-32 e;;1,5;2012;http://exoplanet.eu/catalog/kepler-32_e/;;
kepler_32_f;Kepler-32;0,74296;;303;3900;24.03.2016;Kepler-32 f;;0,82;2012;http://exoplanet.eu/catalog/kepler-32_f/;;
kepler_320_b;Kepler-320;8,371554;;;6435;14.05.2014;Kepler-320 b;;1,14;2014;http://exoplanet.eu/catalog/kepler-320_b/;;
kepler_320_c;Kepler-320;17,934937;;;6435;14.05.2014;Kepler-320 c;;1,37;2014;http://exoplanet.eu/catalog/kepler-320_c/;;
kepler_321_b;Kepler-321;4,915379;;;5740;14.05.2014;Kepler-321 b;;1,77;2014;http://exoplanet.eu/catalog/kepler-321_b/;;
kepler_321_c;Kepler-321;13,093921;;;5740;14.05.2014;Kepler-321 c;;2,32;2014;http://exoplanet.eu/catalog/kepler-321_c/;;
kepler_322_b;Kepler-322;1,653888;;;5388;14.05.2014;Kepler-322 b;;1,01;2014;http://exoplanet.eu/catalog/kepler-322_b/;;
kepler_322_c;Kepler-322;4,337234;;;5388;14.05.2014;Kepler-322 c;;1,67;2014;http://exoplanet.eu/catalog/kepler-322_c/;;
kepler_323_b;Kepler-323;1,678327;;;5987;14.05.2014;Kepler-323 b;;1,43;2014;http://exoplanet.eu/catalog/kepler-323_b/;;
kepler_323_c;Kepler-323;3,553822;;;5987;14.05.2014;Kepler-323 c;;1,63;2014;http://exoplanet.eu/catalog/kepler-323_c/;;
kepler_324_b;Kepler-324;4,385315;;;5194;14.05.2014;Kepler-324 b;;1,14;2014;http://exoplanet.eu/catalog/kepler-324_b/;;
kepler_324_c;Kepler-324;51,805612;;;5194;14.05.2014;Kepler-324 c;;3,15;2014;http://exoplanet.eu/catalog/kepler-324_c/;;
kepler_325_b;Kepler-325;4,544439;;;5752;14.05.2014;Kepler-325 b;;2,91;2014;http://exoplanet.eu/catalog/kepler-325_b/;;
kepler_325_c;Kepler-325;12,762172;;;5752;14.05.2014;Kepler-325 c;;2,54;2014;http://exoplanet.eu/catalog/kepler-325_c/;;
kepler_325_d;Kepler-325;38,715185;;;5752;14.05.2014;Kepler-325 d;;2,79;2014;http://exoplanet.eu/catalog/kepler-325_d/;;
kepler_326_b;Kepler-326;2,248329;;;5105;14.05.2014;Kepler-326 b;;1,52;2014;http://exoplanet.eu/catalog/kepler-326_b/;;
kepler_326_c;Kepler-326;4,580358;;;5105;14.05.2014;Kepler-326 c;;1,4;2014;http://exoplanet.eu/catalog/kepler-326_c/;;
kepler_326_d;Kepler-326;6,766888;;;5105;14.05.2014;Kepler-326 d;;1,21;2014;http://exoplanet.eu/catalog/kepler-326_d/;;
kepler_327_b;Kepler-327;2,549575;;;3799;14.05.2014;Kepler-327 b;;1,11;2014;http://exoplanet.eu/catalog/kepler-327_b/;;
kepler_327_c;Kepler-327;5,212333;;;3799;14.05.2014;Kepler-327 c;;1,03;2014;http://exoplanet.eu/catalog/kepler-327_c/;;
kepler_327_d;Kepler-327;13,969457;;;3799;14.05.2014;Kepler-327 d;;1,73;2014;http://exoplanet.eu/catalog/kepler-327_d/;;
kepler_328_b;Kepler-328;34,921;;;5914;14.05.2014;Kepler-328 b;28,5;2,3;2013;http://exoplanet.eu/catalog/kepler-328_b/;;
kepler_328_c;Kepler-328;71,312;;;5914;14.05.2014;Kepler-328 c;39,4;5,4;2013;http://exoplanet.eu/catalog/kepler-328_c/;;
kepler_329_b;Kepler-329;7,416397;;;4257;14.05.2014;Kepler-329 b;;1,4;2014;http://exoplanet.eu/catalog/kepler-329_b/;;
kepler_329_c;Kepler-329;18,684737;;;4257;14.05.2014;Kepler-329 c;;1,93;2014;http://exoplanet.eu/catalog/kepler-329_c/;;
kepler_33_b;Kepler-33;5,66793;;;5904;14.05.2014;Kepler-33 b;;1,74;2011;http://exoplanet.eu/catalog/kepler-33_b/;;
kepler_33_c;Kepler-33;13,17562;;;5904;14.05.2014;Kepler-33 c;;3,2;2011;http://exoplanet.eu/catalog/kepler-33_c/;;
kepler_33_d;Kepler-33;21,77596;;;5904;14.05.2014;Kepler-33 d;;5,35;2011;http://exoplanet.eu/catalog/kepler-33_d/;;
kepler_33_e;Kepler-33;31,7844;;;5904;14.05.2014;Kepler-33 e;;4,02;2011;http://exoplanet.eu/catalog/kepler-33_e/;;
kepler_33_f;Kepler-33;41,02902;;;5904;14.05.2014;Kepler-33 f;;4,46;2011;http://exoplanet.eu/catalog/kepler-33_f/;;
kepler_330_b;Kepler-330;8,25978;;;5117;14.05.2014;Kepler-330 b;;1,35;2014;http://exoplanet.eu/catalog/kepler-330_b/;;
kepler_330_c;Kepler-330;15,955387;;;5117;14.05.2014;Kepler-330 c;;1,95;2014;http://exoplanet.eu/catalog/kepler-330_c/;;
kepler_331_b;Kepler-331;8,457496;;;4347;14.05.2014;Kepler-331 b;;1,82;2014;http://exoplanet.eu/catalog/kepler-331_b/;;
kepler_331_c;Kepler-331;17,28111;;;4347;14.05.2014;Kepler-331 c;;1,84;2014;http://exoplanet.eu/catalog/kepler-331_c/;;
kepler_331_d;Kepler-331;32,134328;;;4347;14.05.2014;Kepler-331 d;;1,64;2014;http://exoplanet.eu/catalog/kepler-331_d/;;
